X,Y,id,icon_url
-1.2873745657012,49.5899872561484,"11",./0.png
-1.28703841070268,49.5899199687214,"11",./0.png
-1.28667147185546,49.5898510752246,"11",./0.png
-1.28629221631744,49.5897933863325,"11",./0.png
-1.28593255164966,49.5897123860363,"11",./0.png
-1.28556164722825,49.5896554770147,"11",./0.png
-1.2851216696284,49.5895848502326,"11",./0.png
-1.28468709756018,49.5895194163263,"11",./0.png
-1.28427208023971,49.5894500593009,"11",./0.png
-1.28390019277375,49.5893813323659,"11",./0.png
-1.28348803293016,49.5893064865468,"11",./0.png
-1.28308082996745,49.5892314644008,"11",./0.png
-1.28275248503235,49.5891881235969,"11",./0.png
-1.28186820496978,49.5890146894417,"11",./0.png
-1.28136628658048,49.5889957798069,"11",./0.png
-1.28230835255326,49.5890874758442,"11",./0.png
-1.28093096884512,49.5889411296592,"11",./0.png
-1.28047899237512,49.5888655244684,"11",./0.png
-1.28008451321257,49.5887641942742,"11",./0.png
-1.27961752012818,49.5886277233335,"11",./0.png
-1.27917545960551,49.5885517637031,"11",./0.png
-1.27878036963979,49.5884827626823,"11",./0.png
-1.27834518785979,49.5884097887165,"11",./0.png
-1.27793402930463,49.5883467368537,"11",./0.png
-1.27755153052606,49.5882697486265,"11",./0.png
-1.28729936893898,49.5906784930048,"11",./0.png
-1.28717559698982,49.5909499633379,"11",./0.png
-1.28701525230348,49.5912845535387,"11",./0.png
-1.28693821229053,49.5915234583592,"11",./0.png
-1.28684847148571,49.5919062527156,"11",./0.png
-1.28669531374615,49.5925089214621,"11",./0.png
-1.28662018713266,49.5927935107176,"11",./0.png
-1.28654730705693,49.5930594720754,"11",./0.png
-1.28681242495278,49.5932726875122,"11",./0.png
-1.28726286221369,49.5933816673246,"11",./0.png
-1.28761335525109,49.5935238541595,"11",./0.png
-1.28610260323973,49.5935197220575,"11",./0.png
-1.28587976480506,49.5935164632939,"11",./0.png
-1.28490533852685,49.5919173810936,"11",./0.png
-1.28440195289612,49.5902181921751,"11",./0.png
-1.2843221524374,49.5899771019887,"11",./0.png
-1.2842381920131,49.5896993379942,"11",./0.png
-1.28346862944597,49.5916539282081,"11",./0.png
-1.28357838503566,49.5891245812427,"1",./0.png
-1.28397728648542,49.5887540601662,"1",./0.png
-1.28491986682076,49.5879698803307,"1",./0.png
-1.28512248890973,49.5875164627937,"1",./0.png
-1.27724065042345,49.5882171611248,"11",./0.png
-1.27686976644353,49.5881602254651,"11",./0.png
-1.27634846457066,49.5880676617569,"11",./0.png
-1.27606950954542,49.5880204085431,"11",./0.png
-1.27576497130954,49.5879643626987,"11",./0.png
-1.27541400262903,49.5879077979817,"11",./0.png
-1.27511281425256,49.5878521710393,"11",./0.png
-1.27449682587353,49.5877564732511,"11",./0.png
-1.27417916559094,49.5877019628409,"11",./0.png
-1.27391499172827,49.5876531070784,"11",./0.png
-1.27334780645962,49.5875664551591,"11",./0.png
-1.27305256559851,49.5875423868841,"11",./0.png
-1.27660851723481,49.5871290569194,"11",./0.png
-1.27671638758844,49.5868260077729,"11",./0.png
-1.27681509431351,49.5865727437462,"11",./0.png
-1.27648756065573,49.5865224600909,"11",./0.png
-1.27606972937424,49.586529766401,"11",./0.png
-1.27557111723546,49.5865263156501,"11",./0.png
-1.275167764515,49.5864106894307,"11",./0.png
-1.27426856914182,49.5862791427594,"11",./0.png
-1.27470373753679,49.5863429521418,"11",./0.png
-1.27389239637022,49.5862157269416,"11",./0.png
-1.27340740949307,49.5861474865316,"11",./0.png
-1.27305271568896,49.5860907310308,"11",./0.png
-1.2725814168717,49.5860269515688,"11",./0.png
-1.27225050883643,49.5859817217711,"11",./0.png
-1.27201664067904,49.5860282893262,"11",./0.png
-1.27183072324495,49.5859198353215,"11",./0.png
-1.27150781295703,49.5858792681895,"11",./0.png
-1.27494145071773,49.5865478834403,"11",./0.png
-1.27457228165507,49.5866598140289,"11",./0.png
-1.27424678503042,49.5867936995991,"11",./0.png
-1.27345443015813,49.5870998336341,"11",./0.png
-1.27387500573418,49.5869428165557,"11",./0.png
-1.27334145049531,49.5873189732819,"11",./0.png
-1.2730929264031,49.5871212209056,"11",./0.png
-1.27283279672075,49.5867841459653,"11",./0.png
-1.27244654139348,49.5865083931559,"11",./0.png
-1.27208439667514,49.5863393706137,"11",./0.png
-1.27165577350076,49.5861485746164,"11",./0.png
-1.27143107368926,49.5863394951574,"11",./0.png
-1.27155408076871,49.586480460061,"11",./0.png
-1.27131205122741,49.5866460226769,"11",./0.png
-1.27123825440594,49.5859883001761,"11",./0.png
-1.27065682817162,49.5858467773682,"11",./0.png
-1.27037448117651,49.5857565539096,"11",./0.png
-1.27037316713843,49.5854895042641,"11",./0.png
-1.26961961921559,49.5851765887897,"11",./0.png
-1.26853069880886,49.5848216776987,"11",./0.png
-1.26844218141883,49.5850949788642,"11",./0.png
-1.26799879541851,49.5845664922836,"11",./0.png
-1.26749808920476,49.5843775995982,"11",./0.png
-1.26695944168283,49.583869771667,"11",./0.png
-1.26700538239937,49.5841933698298,"11",./0.png
-1.2666834214451,49.5843926483638,"11",./0.png
-1.26622489644151,49.5834303484074,"11",./0.png
-1.26667356692391,49.5830967765866,"11",./0.png
-1.26756405285513,49.582496023904,"11",./0.png
-1.26595129629173,49.5836965535052,"11",./0.png
-1.2658640237183,49.5839963948593,"11",./0.png
-1.26598922067019,49.5843240075928,"11",./0.png
-1.26619872480821,49.5844990329063,"11",./0.png
-1.26633476245475,49.5847625815748,"11",./0.png
